,0,1,2,3,4
117,-0.04680126,1.2742603,-0.75377584,0.07310587,-0.25380117
118,-0.23248771,0.7915503,-0.51560193,-0.5120444,0.022540083
119,2.095586,2.621057,-0.18380138,-0.6464834,1.8728523
120,-0.3088972,-0.35689303,0.16644655,-0.08502821,-0.17755502
121,-1.9812076,-0.7383183,-0.4250262,-0.73231316,-1.483321
122,0.19722076,-0.43087164,-0.6015978,-0.44365484,-0.19562235
123,-1.8219284,-2.078595,0.42864367,0.15623574,-0.45555285
124,-0.26292333,-0.38971248,0.02459929,-0.38213196,-1.1606475
125,-0.8849436,0.0542534,-2.207284,1.2111241,2.6876323
126,-1.7854687,-0.8853944,0.22383381,-0.3389546,-0.01508906
127,-0.4401515,-1.5438265,-0.60940003,0.9448481,-0.28019357
128,-0.31169274,0.035667833,0.34218642,-0.03159445,0.036474943
129,1.8741432,-0.7410213,-0.76823884,0.80998963,-0.6599254
130,0.15922192,-2.6937668,3.6719139,5.631184,2.2361598
131,-1.7093928,-1.7591108,-0.6387698,0.64206666,-0.046783373
132,-1.3428597,-2.3207555,0.32694626,0.39460438,-0.13957612
133,-1.276083,-0.05187028,0.59249085,0.33743304,-0.17634733
134,2.825549,0.66664875,-0.8952976,1.1181638,-0.4310464
135,-0.43595624,1.3814672,-1.2949809,0.047939412,0.6552076
136,-1.8667291,-0.6322698,-0.3071295,0.14139923,-0.22765179
137,1.4644808,-0.9071054,1.0853386,-0.36539862,1.2382964
138,0.53524894,-0.44762605,-0.15557437,-0.5342708,0.24079283
139,1.2461134,-1.3801717,1.232876,0.42723358,0.59096044
140,1.3884761,0.047036823,-1.4291171,0.6401861,1.4037731
141,1.9638889,0.6822975,-1.4889916,-0.16294084,-1.0402155
142,-2.1120768,-0.73236203,0.5048181,0.30688453,-0.7563762
143,1.9782395,0.3845613,0.48034108,-0.09290771,-0.19749287
144,0.10115632,-0.58361495,-0.35764703,-0.8759197,0.6710137
145,-0.9171514,-3.2007515,-0.72960234,1.2213627,0.4109694
146,-0.0094163455,-0.73293054,0.05514524,0.03469973,0.4490143
147,-1.011894,0.20551449,-0.80134696,-0.078204416,0.856623
148,-1.9939389,-0.8536677,-0.5475263,0.50246054,-0.25149062
149,-1.437928,0.12581006,0.26721677,-0.23448059,-0.28553084
150,-1.0027155,0.69012636,-0.00105627,2.1358953,0.4954659
151,-0.2219742,-0.33335903,1.3178645,0.49571675,0.65138716
152,0.7152329,0.32570016,-0.2183074,-0.8099997,-0.7468197
153,-1.0591022,-0.19037645,0.5512222,-0.2701942,-0.5845023
154,-1.5668513,0.5179434,0.53796947,-0.43012387,0.09028094
155,0.70833576,-0.20399994,1.6559296,0.45837227,-0.30298254
156,-0.7232441,0.051156852,-0.5890488,1.0719516,-0.675636
157,0.40419835,0.486874,-0.44624454,-0.23310637,-0.010868503
158,-0.984796,1.4098533,0.16090585,-0.5039255,0.35437927
159,-2.7028217,-0.50904995,-0.79612607,1.05569,1.9515278
160,-1.4353565,-0.74380726,-0.12403157,-0.8412308,0.2150982
161,0.97920257,3.73491,0.72175056,0.56183034,1.298345
162,1.4584045,0.7503156,0.4613497,-0.08728971,1.4093819
163,0.7273391,-0.42558193,0.791708,0.042685125,0.8900762
164,-0.07572477,3.1232476,-0.098821186,-0.4727429,1.6403949
165,0.88126326,-2.4656057,0.3109579,0.93052304,-0.4622191
166,0.72840947,-0.8076373,1.4466407,-0.07378491,0.16171667
167,-0.02763873,0.52403224,0.66296434,-0.778225,-0.14818071
168,-1.3836361,0.9598918,0.49194297,1.7365203,-0.93048686
169,0.9290475,0.66633654,-0.31850138,0.046342976,-0.57621384
170,-1.8434267,-0.8258901,-0.071751535,-1.0514493,0.28188282
171,3.9644692,0.30563992,3.241006,0.25739515,0.24011613
172,-1.0258548,-1.2012447,-0.9294695,0.17550015,-0.15766017
173,1.4957772,1.2778524,-0.83471715,0.40925968,-1.3829725
174,-1.6818594,0.64341605,1.0183158,1.1270773,-0.010774865
175,0.636897,0.5935265,-0.041588776,-0.066405416,-0.33930954
176,1.5631349,0.10111976,-0.28067777,-0.86664677,0.30628002
177,-1.4395603,1.5410887,0.48881066,1.9104002,-0.34078634
178,2.1017723,-0.15038618,0.07552811,-0.7630293,0.10147252
179,0.019942548,0.33399144,-0.40487042,-0.09897487,-0.9154855
180,-0.68467474,-0.181475,2.125054,0.7111228,-0.26756877
181,0.48582146,0.5555297,-0.41440922,-0.9095312,0.54846054
182,-0.22363582,0.41025996,-1.8200902,0.83492655,2.0445733
183,-0.4406117,-0.6245858,-0.3934995,-0.14291456,0.1784639
184,-0.17567948,-0.8757305,0.313795,-0.48148805,-0.113151126
185,0.45745063,0.78862613,-0.12023783,0.7523205,0.76946026
186,-2.1960475,-0.11652189,0.8521521,-0.21270715,-0.7904631
187,5.0634413,-1.6182992,0.41304258,1.6174675,-1.3306332
188,-1.6932592,-2.2501912,-0.4937826,-2.0100067,0.6235036
189,-1.220647,-0.42408347,1.3372272,-0.061423734,-0.07572691
190,-1.6253213,0.20444681,0.47377974,-1.1306641,1.0486312
191,3.5134182,-0.47107455,1.1131214,0.9962553,0.33112642
192,-0.09684942,0.7257477,-0.2788975,0.11276274,-0.18443908
193,-0.018704249,-1.0897479,-0.1183107,0.5301671,-0.4565447
194,-0.70241994,-1.1932949,0.82181734,0.5583828,0.63850754
195,-2.2710218,-1.564814,0.54827,-0.14350435,0.44941717
196,0.45751965,0.3339752,-2.1186576,-0.17348385,0.951892
197,2.0607824,-0.9509301,0.24621771,-0.04750116,-0.3495402
198,-1.038703,-1.3989538,0.3430114,0.4246934,0.13589445
199,3.26635,-2.2341957,-0.8973925,1.4567968,0.06401083
200,2.4276254,-0.00022962733,-0.13446002,0.81511396,0.81963366
201,-2.2504106,1.7445652,-0.20092319,0.43429288,0.6907551
202,-2.080298,2.5050673,-0.7644375,0.12600249,0.2020255
203,-0.8293507,-0.103381194,-0.2750506,-1.0399704,-0.43469992
204,1.770742,-0.37839717,-0.99428755,-0.3619615,0.00036591964
205,3.1197696,2.4544208,1.8950773,-0.9484391,-0.7523381
206,-0.8440473,-0.3512387,-0.3924823,-0.9191332,-0.4402055
207,-1.4744258,-0.8113685,1.056674,-0.4369455,-0.39663914
208,-0.30207878,0.68577796,0.5886157,0.26209134,0.8897981
209,-0.7442142,-1.4021106,-1.0678915,-0.47168738,-0.4908233
210,-1.5929027,-0.2346178,0.25017777,-0.2369134,-0.5979005
211,-0.15381058,-0.46694145,1.5567713,-0.35718864,0.32373983
212,-0.94126123,-2.2116604,1.4013934,0.40703312,0.046514962
213,-1.6575646,-1.2507623,-0.90776914,0.91779274,0.4526224
214,1.7927982,0.12202919,0.6778836,-0.28959078,-0.43600175
215,-0.8896955,2.523738,-0.59495884,0.70080197,0.113757215
216,-0.21292448,-0.6312906,0.5124642,-0.6497867,1.0647129
217,0.6458019,-2.7952688,1.1307762,0.014790402,0.20511533
218,0.5988464,0.10051456,-1.2019284,0.18748054,0.4615784
219,2.1145813,0.036890704,0.075029425,0.5643571,-0.5357179
220,1.2058536,0.039842237,0.21961161,1.3520318,0.8006307
221,-1.3881483,-0.0074102427,-1.3685449,-0.26142776,-0.3026305
222,-0.4011395,2.1690073,1.2863822,-0.9609573,-0.38705042
223,-1.7289656,0.7471448,0.3410617,-0.0881594,0.09430585
224,0.35762927,0.12535585,0.1264358,-0.6306515,0.13632287
225,-1.242501,-0.27964157,-0.28861272,-0.40320995,0.3597124
226,-2.562514,-1.2413146,0.047074236,2.346537,-0.4004473
227,0.0061843256,-0.52956647,0.725002,-0.58114135,0.79473406
228,4.899424,-1.9328579,-0.29428235,-0.17701145,-0.63729095
229,-0.40303567,0.011149257,-0.043116387,-0.31332463,-0.08221693
230,-0.49134168,-0.49335602,-0.06295088,-1.0174681,0.9339888
231,0.39085504,-0.51390505,0.43045217,-0.4674981,-0.57373255
232,-1.4878787,0.35548759,0.00256661,0.18409817,0.3462193
233,-2.3795736,0.7339448,-0.016210314,0.090917945,1.7201033
234,-2.4449186,0.8201192,-0.0384442,0.49658087,-1.1161649
235,0.75948447,-1.0616606,-0.54650795,-0.22583543,-0.72208434
236,-0.8820027,1.0136192,1.2485927,-0.3202098,0.42084882
237,-0.60325956,0.08599268,0.02428883,-1.8641396,0.65427047
238,-1.3252482,-0.055826854,0.35597277,0.61005163,-0.2707379
239,1.9858845,0.031808067,-0.21516503,0.09029901,-0.39383218
