,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,Labels
35,-0.6577177,-0.24032839,0.06068819,0.37150964,0.06099277,-0.04417051,0.46617058,-0.18305244,-0.29531467,0.06427969,0.131556,-0.19543073,0.33754233,-0.006149378,-0.07133153,-0.026066814,-0.065947704,-0.038462713,-0.1814023,-0.056954157,0.011839488,0.067493856,-0.060777176,0.07045342,0.033453446,Address
36,0.14594428,-0.616875,0.046927452,0.052667286,0.35576093,-0.28221986,-0.43958473,0.31868845,0.12820998,0.3992661,0.1552184,0.0409464,-0.11758325,-0.2079095,-0.2660221,0.02149528,0.07561985,0.0061355103,-0.14559352,0.056626964,0.12891085,0.02152877,-0.07741231,-0.13985866,-0.025253143,Address
37,-0.31797633,0.10814303,-0.09552929,0.3555622,0.051381588,-0.29640526,-0.21508402,0.34292227,0.24983023,-0.07457536,-0.1705395,0.022111265,-0.08273437,0.10306004,0.29411873,0.05972826,-0.11270051,-0.12884384,0.06290226,0.06160548,0.008928204,-0.07594836,0.06898153,0.097974926,-0.11881579,Address
38,0.17446882,0.032910276,-0.24086082,-0.089919716,-0.042100206,0.24667,0.038971804,0.12607574,-0.13017595,0.10373168,0.2364261,-0.08466619,0.1865822,0.12986872,0.13913988,-0.024588566,0.12766126,0.041466374,0.122186996,-0.07950503,-0.15117367,0.06624712,-0.15155993,-0.0866614,0.08053477,Address
39,0.46569857,0.59637195,0.72182006,-0.08815091,-0.39011446,-0.17636652,0.019311165,0.14674453,-0.14922723,-0.17747317,0.38230845,-0.07615442,0.045905296,0.102935515,-0.014664533,0.011366838,0.12877494,0.05155343,0.0037336652,-0.082282044,0.088048145,0.0021941867,0.2625992,-0.0125147,0.047675196,Address
40,0.04946509,0.3565293,0.30284923,-0.24013343,0.1138459,0.42466906,-0.017915072,0.051052973,-0.13568191,0.19784558,-0.15528607,0.019106578,-0.046011426,-0.13797088,-0.041912258,0.24607013,-0.12666574,0.10743307,0.046526343,-0.068209596,0.055372756,-0.13258179,0.024532018,0.15513963,0.04964071,Address
41,0.24471495,-0.3409482,-0.2987725,0.14301996,0.012507804,0.27799854,0.028779777,-0.22545561,0.00090087525,-0.07729127,0.06602356,0.15833427,0.22810286,0.004179715,0.014046748,0.071931526,-0.06592333,0.0491567,-0.1030229,0.031132607,0.012073087,0.0324868,0.0045305984,-0.20683058,-0.004191159,Address
42,-0.48018464,0.1809066,0.449646,0.327191,0.15894073,0.15110497,-0.17103252,-0.34273896,-0.33666408,0.16897689,0.047296368,0.021094961,-0.16459058,0.21590066,0.006223567,-0.09986905,0.12571356,0.08458779,0.10185093,-0.21568991,0.0123247905,0.18748304,-0.078161985,-0.082582064,-0.05538757,Address
43,-0.12808888,0.6319352,0.015729288,0.20567761,0.40206173,0.18800044,0.20989676,0.15031013,-0.1512999,0.3789641,-0.039621297,0.2538215,-0.28238216,0.08742148,0.09732769,0.21699022,-0.08372488,0.06557728,-0.05129106,0.19137803,0.05603272,0.03694831,0.004220802,-0.06916137,-0.15205322,Address
44,-0.012886574,0.63031346,0.033869814,0.15892234,-0.19379482,0.12663956,-0.27202347,0.0016382525,0.0639812,0.0057190363,0.11526651,0.16119044,0.09375949,-0.1777976,0.09897483,-0.014943281,-0.15024655,-0.23369254,0.05335266,0.19883175,-0.021197477,-0.13089728,-0.16172388,0.031441644,0.105203286,Address
45,0.4196855,-0.0693125,-0.285711,0.43937516,-0.26414204,-0.35383275,0.22857209,0.5169044,-0.18074018,-0.29328293,-0.2765621,0.37802598,-0.012827935,-0.12869562,0.16358915,0.118397444,-0.040568896,0.04072128,-0.016249418,-0.08363273,-0.087557435,-0.010343834,-0.09329102,-0.082092755,0.008250925,Address
46,0.70301795,0.20892164,-0.059143122,0.39620885,-0.030872842,-0.16498245,-0.17642646,0.077364594,-0.48116708,0.30552053,-0.14125468,0.14380145,-0.03841087,0.12769613,0.040183317,-0.19962731,-0.008793662,-0.030117152,-0.0007632089,-0.1754098,-0.08478422,-0.10256152,-0.10734964,-0.044724595,0.1328542,Address
47,-0.023521729,-0.13511842,-0.11849993,-0.12350458,0.17307332,0.19105382,0.040993143,-0.22953993,-0.039333012,-0.23469561,-0.012996393,0.14246114,-0.033147436,0.003105634,0.16501078,-0.12272641,0.171507,0.038330566,0.07513955,-0.1290359,0.16486776,0.033175893,0.07361041,0.050356954,0.123826265,Address
48,0.24327235,-0.27647176,0.102093786,0.18430741,-0.13203822,-0.40433288,0.06348737,0.18690217,-0.34393793,0.012612973,-0.19756897,-0.28867805,-0.24745218,-0.07087344,-0.06860426,-0.18591617,-0.10427318,0.19735305,-0.055544935,-0.06620869,-0.022649234,-0.075534515,-0.053961847,0.07200103,-0.14014746,Address
49,-0.15287417,0.12653257,0.019350432,-0.30821067,-0.2166572,0.33279973,-0.2291296,0.047893383,-0.21208529,-0.13327037,-0.35509184,-0.08025788,-0.12267582,0.07272256,-0.16649301,0.01950048,-0.13896501,0.10924531,0.22626355,0.003196763,0.01767179,0.1332006,-0.028150799,-0.0063648927,0.08920857,Address
50,-0.14577435,0.312687,-0.16439378,0.07691112,-0.17705731,0.0016529092,-0.19103254,0.056885146,0.37818727,-0.12943482,-0.03406562,-0.05024398,-0.39414296,0.014513041,-0.34657857,0.16924347,-0.0059542395,-0.09801784,-0.16198944,-0.07143028,-0.26704574,0.26865876,0.06174379,0.043246333,0.04588922,Address
51,-0.2849596,0.81610906,-0.19667505,-0.08157205,0.18709971,-0.14057496,-0.214082,-0.17187193,-0.2808256,0.17272878,-0.38018966,0.15016311,0.41099438,-0.035896014,-0.03540627,0.08686041,-0.24705046,-0.055791833,-0.09659205,-0.050609034,0.104300335,-0.11600792,0.122608185,-0.14462826,-0.02193098,Address
52,-0.17834297,-0.04697287,0.22745256,-0.37070608,-0.34170434,0.24995203,-0.005241604,0.07418194,-0.061409887,-0.026789365,0.045653667,0.10431904,-0.11680949,-0.08908241,0.021224108,-0.061198413,0.112171814,-0.21036541,-0.18832682,-0.14802334,0.1262367,-0.07164883,0.092470355,-0.04799308,-0.04466586,Address
53,-0.3804332,-0.30260468,0.011436621,-0.0012223383,0.058571145,0.0564137,-0.16932188,-0.12236775,0.021331102,0.08783582,0.21589424,0.32189065,0.093009464,-0.039002255,-0.17350174,-0.04203834,-0.2130006,-0.039107203,-0.00585809,-0.013719874,-0.1585283,0.13997987,0.041876275,0.08586627,0.049699258,Address
54,-0.10721091,-0.17444113,0.15248124,-0.12088714,-0.15880394,0.16438857,0.1288092,-0.060794298,-0.2091034,-0.17658596,-0.19350824,-0.24286631,-0.18698359,-0.21007529,0.14642957,-0.09138778,0.18205026,-0.12446333,0.05611815,-0.05532709,-0.14533691,0.06333799,0.07322764,-0.17400564,-0.0068511227,Address
55,-0.0758229,-0.12875581,0.036300667,-0.086205944,0.105158955,-0.22913547,0.070123315,-0.31125706,0.009827898,-0.47042757,-0.13000517,-0.03784759,-0.3391244,0.22673057,-0.080608316,0.07986429,-0.05727759,-0.096529655,-0.030794118,0.008435166,-0.19448973,-0.115341105,0.07200393,0.005327882,0.090807594,Address
56,0.19008596,0.0063044117,0.10062086,0.37718606,-0.40238762,-0.021233164,0.24445024,-0.22802502,0.74215245,0.55963254,-0.20032445,0.03536115,-0.09627829,0.028417958,-0.16462795,-0.14106953,-0.07731338,0.0069698263,-0.05831402,0.17056523,0.078376494,-0.15794107,0.10386331,-0.11421961,-0.0031797364,Address
57,-0.010811214,-0.08750856,0.04525476,-0.2109704,0.00091561244,-0.06560833,-0.19101581,-0.12016061,-0.006188306,0.09141282,0.064799085,-0.17923686,-0.08386337,-0.29555216,0.12702543,-0.12171554,0.06122812,-0.07303295,0.27335742,0.08323184,-0.22130159,-0.09877953,-0.031177418,0.06306337,-0.0014889229,Address
58,0.10277114,-0.41932836,0.11355145,0.33765173,0.31482136,-0.2760558,-0.39386287,0.29982427,-0.11386773,0.17044257,0.0050078593,-0.13175038,-0.026160514,0.18767135,0.069197625,0.105028175,-0.2804977,-0.030248407,0.067341335,-0.06026155,-0.03089689,0.18180755,0.05772393,-0.06266975,-0.024619767,Address
59,-0.14969718,0.080434486,0.23494488,-0.301885,0.34529486,0.06540752,0.07049154,0.32701364,0.18277882,0.10403796,-0.12552662,0.17764172,-0.1321299,-0.040018715,-0.10119102,0.16360843,0.02324431,0.029315397,-0.021791087,0.015554273,0.12815201,-0.043343995,-0.19381192,0.16496707,-0.050617993,Address
60,0.056885276,0.0044887434,0.35513297,-0.24149519,0.24453053,0.26043552,0.34789297,0.19853371,0.14846607,0.057342626,0.013140927,-0.18874876,0.005345007,-0.17706709,0.055221416,-0.03829545,-0.20797999,0.14386003,0.018495549,-0.23920006,0.02365377,-0.013791493,0.043571975,0.01321399,-0.09159888,Address
61,0.36731467,0.44413155,0.23929878,-0.34139758,0.065536834,-0.31054738,0.009366694,-0.025099682,0.061762527,-0.25513548,0.05214987,-0.093368545,0.09303215,-0.27990946,0.13291466,0.0017496954,-0.15212047,0.0069510704,-0.16490123,-0.016687894,-0.057173766,0.019050106,-0.06529582,-0.0594032,0.08209034,Address
62,0.2648806,-0.28342307,-0.27993143,0.06791282,-0.18840262,-0.059440427,-0.021588435,-0.25975132,0.39229986,0.15810458,0.17280738,0.099200465,-0.04947515,-0.08201005,-0.19580464,0.0029442508,-0.14394027,0.06625116,0.19519363,-0.07799213,0.08226925,-0.047502846,0.10197662,-0.07148641,-0.020664638,Address
63,0.2444074,0.14494035,-0.006370059,-0.031348545,0.20532802,-0.1834482,0.20602918,-0.06816746,0.0986925,-0.20818795,-0.03373975,0.20328648,0.15220475,0.03387957,-0.054038066,0.07168437,0.1457772,0.20325024,-0.0044804104,0.02183401,0.090695284,0.0418124,-0.089349076,-0.09051405,0.044936825,Address
64,-0.037032932,0.14715435,-0.21813126,-0.17835377,0.25134274,-0.11922709,0.16546409,-0.2709575,0.118500665,-0.14452949,-0.03440921,0.0013073768,0.028869439,0.10178528,0.014543374,-0.12653191,0.22466207,-0.17103693,0.065188,-0.09770373,0.28328377,0.024461607,-0.10008508,0.13037065,0.0054437886,Address
65,0.73398554,-0.118059136,0.09878583,0.15155685,0.06166615,-0.5253901,0.16159883,0.015516568,0.08733511,0.05081429,0.19703427,-0.2888383,0.057515588,0.013716254,-0.0034793413,-0.062472075,-0.33267584,-0.05840702,0.09028639,-0.045184713,0.100168824,0.14629774,-0.04623643,0.08747776,0.09883901,Address
66,-0.032851152,-0.6336132,0.3371896,-0.03162142,0.18841285,0.13725457,-0.12833098,-0.37974548,0.030115351,-0.00676924,-0.019041521,0.022378355,-0.24130015,-0.19785988,0.10159078,-0.08395124,-0.100000426,-0.01980494,-0.17448522,-0.036841277,-0.040261853,-0.08455959,-0.09372819,-0.03571146,-0.024229556,Address
67,0.1881062,-0.035963137,0.37448806,-0.08917166,0.22545572,-0.10664936,0.14382714,0.04605711,-0.021957504,-0.10249668,-0.03564948,-0.24310158,-0.23229073,-0.16335423,0.029505411,-0.0024500715,-0.18933953,0.096774295,-0.10606786,-0.071244285,-0.13279544,-0.11158901,-0.0058270027,0.07913,-0.07079177,Address
68,-0.6097637,0.016230857,0.032727595,-0.17841388,-0.0766764,0.02876294,0.044029895,0.2576851,-0.084030844,0.10081866,0.039255746,0.032376196,0.20176321,0.15069805,0.059024,-0.17122623,-0.05048461,-0.04206352,-0.072246425,-0.054415092,-0.02258126,-0.04337791,0.084956944,-0.011156496,0.056655105,Address
69,-0.088419236,-0.3313914,-0.033757173,-0.05568552,-0.17524922,-0.04349838,-0.2571304,0.15216313,-0.018501084,-0.05447966,-0.0027086919,0.01645344,0.03400697,0.06155478,0.069499,-0.019713586,0.06653665,0.10296041,0.07078823,0.077120334,0.09404894,0.012600585,0.08928248,0.0038651591,-0.015210997,Address
70,0.056965776,0.19336478,-0.24232414,-0.13787822,-0.060488876,-0.011112669,0.007641427,-0.2362626,0.39214745,0.14501294,-0.030403733,-0.14647248,-0.18297666,-0.0380431,-0.007276793,0.13673972,0.086234055,-0.16288391,0.05910753,-0.067451455,0.051710244,0.03747894,0.05671916,-0.0033090767,0.09301723,Address
71,0.07827946,0.077581674,0.5499273,-0.055861965,0.439632,-0.07871906,0.54090714,0.22376208,0.25635993,-0.044627212,-0.12855141,-0.11874171,0.029802267,0.13340427,-0.08172345,0.03565922,-0.064669475,0.27337763,-0.08160038,0.045974437,-0.17066726,-0.14695027,0.007925726,-0.026091047,-0.08799525,Address
72,-0.19410416,-0.2563711,0.053810507,-0.10488205,-0.21320839,-0.13901836,0.009423544,-0.25047764,-0.145846,0.032019563,0.17083411,0.07743479,-0.06677909,0.1393427,-0.027283497,0.08055647,-0.20496008,0.052235477,0.17550755,-0.081255026,0.04174913,-0.08685077,0.03790823,-0.023156818,0.069400616,Address
73,-0.08428157,-0.027673535,0.15827158,-0.095480606,-0.018688323,0.23922053,0.43872768,0.3877569,-0.028678313,0.0556796,0.0625813,-0.21157931,-0.0014791094,0.3568579,-0.0070717176,0.0153681785,-0.024782816,0.19961257,-0.09135579,-0.032121874,-0.09288192,-0.006505179,0.07061214,0.02989858,-0.12943153,Address
74,0.1372708,0.09769199,0.10874857,-0.12931606,-0.09507173,0.076647975,0.078268714,-0.060012963,0.0072651054,-0.14141442,0.41397774,0.00017454888,0.06574818,0.061383132,-0.015866812,0.19325806,0.08942129,-0.084575765,0.02603698,0.103959695,-0.017506555,-0.11593098,-0.033042703,-0.07955266,-0.020328872,Address
75,0.37445104,0.08043525,-0.008343657,0.54998493,-0.32687595,0.038509533,-0.10029451,-0.061892767,0.14058754,0.023936126,-0.2457009,0.18512577,0.23696955,-0.06990115,-0.37621394,0.1458053,0.08201957,0.14568402,0.10796871,-0.14110142,-0.07099507,-0.011665904,0.09746867,-0.009899492,0.05361145,Address
76,-0.2420313,0.7562394,0.17004569,0.16625205,-0.06909647,-0.28821337,-0.18668956,-0.39011556,-0.101557635,0.0108277565,-0.06092339,-0.21277376,0.108573124,0.024811536,-0.103967026,0.021545123,-0.13931394,-0.1042695,-0.13435403,-0.03353922,0.11339604,0.011250805,-0.082128,-0.12039957,-0.11404379,Address
77,0.07580069,-0.16609602,0.46637473,-0.25800484,0.1514553,0.29523605,0.11513702,-0.05540684,0.084902585,0.014288533,-0.22399813,0.2665606,0.3283265,-0.028845893,0.03730956,-0.098820716,-0.10162613,-0.23850662,0.06577654,0.038958628,-0.17724442,0.1513125,0.037261404,0.09533258,-0.033348482,Address
78,-0.47873425,-0.3268073,0.27755603,0.06073735,-0.37752724,-0.35250264,0.36008957,-0.11123664,-0.18133792,0.04097111,-0.042776074,0.30910295,-0.18164247,-0.103148304,0.08800967,0.45145252,-0.01895245,0.1541194,0.021872347,0.19173564,0.07455914,0.06366795,-0.022054384,0.03177421,0.24836408,Address
79,0.040513173,0.13134319,-0.3908573,-0.33078495,0.15943484,-0.22444482,0.03653546,-0.20839772,-0.075525895,0.19492234,-0.15554307,-0.18623532,0.069994956,-0.006571996,0.052839424,-0.12977406,0.027387101,0.017408788,-0.06463305,0.13773552,-0.017454293,0.111498065,0.030015718,-0.093522646,0.031281877,Address
80,-0.25801492,-0.25166595,-0.3433683,0.077883296,0.19736564,-0.12782046,-0.43188506,0.35418183,0.15966907,-0.017453784,-0.014870548,0.056568448,0.11291673,0.10784631,0.11644819,0.061233148,-0.077060126,0.048677914,0.022813404,0.046769943,-0.028990764,0.0126016475,0.14983094,-0.11160666,-0.12179191,Address
81,0.05991383,0.07739591,-0.18828546,-0.2551973,-0.21235357,0.28367767,0.08976476,0.050848357,-0.064057216,0.00779252,0.06744995,0.036401305,0.06422894,-0.06526158,0.0006339961,-0.00081826834,0.14070487,-0.04821761,0.04218767,-0.0655154,-0.17463672,0.04165227,-0.07440234,0.09100187,-0.02125101,Address
