,url,title,text,topics
10,https://www.dataguidance.com/news/russia-central-bank-releases-survey-assess-information-security,Russia: Central Bank releases survey to assess information security," The Central Bank of the Russian Federation ('the Central Bank') released, on 11 August 2020, a survey for bank clients, citizens, and company representative to assess the level on information security of services ('the Survey'). In particular, the Central Bank highlighted that the survey will help understand the security of personal data and what effective actions can be undertaken. In addition, the Central Bank noted that the result of the Survey will be analysed and taken into account in the Central Bank's supervisory work and planning regulatory measures, to prevent information security risks. ","['Cybersecurity', 'Data Security', 'Financial Data', 'Financial Services']"
11,https://www.dataguidance.com/news/uk-ico-fines-koypo-%C2%A3100000-sending-unsolicited-emarketing-communications,"UK: ICO fines Koypo £100,000 for sending unsolicited emarketing communications"," The Information Commissioner's Office ('ICO') announced, on 12 August 2020, that it had issued an enforcement notice ('the Enforcement Notice') and a monetary penalty notice ('the Penalty Notice') to Koypo Laboratories Limited for instigating the transmission of 21,166,574 unsolicited email communications to subscribers for the purposes of direct marketing between 1 March 2017 and 31 March 2018 without their consent. In particular, the Penalty Notice states that the penalty is in relation to a serious contravention of Regulation 22 of the Privacy and Electronic Communications (EC Directive) Regulations 2003 ('PECR'). In addition, the Penalty Notice states that the penalty will be reduced to £80,000 if the ICO receives full payment of the penalty by 3 September 2020.  Furthermore, the Enforcement Notice states that the ICO requires that Koypo must, within 30 days of the Enforcement Notice, neither transmit, nor instigate the transmission of, unsolicited communications for the purposes of direct marketing by means of email unless the recipient of the email has previously notified Koypo that he or she clearly and specially consents for the time being to such communications being sent by, or at the instigation of, Koypo. ","['Consent', 'Direct Marketing', 'Electronic Communications', 'Email', 'Email Marketing', 'Enforcement', 'Penalties']"
12,https://www.dataguidance.com/news/france-cnil-investigates-tiktok-regarding-exercise-data-subject-rights-data-transfers-outside,"France: CNIL investigates TikTok regarding exercise of data subject rights, data transfers outside EU, protection of minors"," OneTrust DataGuidance confirmed, on 12 August 2020, with the French data protection authority ('CNIL') that it is investigating TikTok Inc. following a complaint regarding a request for the deletion of a video. In particular, a CNIL spokesperson said, ""To date, CNIL is continuing its investigations and is participating in the European work in progress [...] At this stage, the main points of attention noted by CNIL are also the issues of information for individuals, the way in which rights are exercised, flows outside the EU, and the measures taken with regard to minors, for whom the application is very popular.""  In addition, the spokesperson noted, ""After investigation, the complainant was invited to exercise their rights with TikTok under the General Data Protection Regulation (Regulation (EU) 2016/679) ('GDPR'), a step that they had not taken beforehand.""  Lastly, the spokesperson highlighted, ""The investigations could eventually fall under the sole responsibility of the Irish [Data Protection Commission ('DPC')], which will have to deal with the case in cooperation with the other European data protection authorities. In order to fall under the sole competence of the [DPC] and not under the competence of each of the authorities, TikTok will nevertheless have to prove that its establishment in Ireland meets the conditions of a 'principal place of business' within the meaning of the GDPR.""","['Children', 'Data Subject Rights', 'Data Transfer', 'GDPR', 'Investigations']"
13,https://www.dataguidance.com/news/colombia-sic-orders-municipality-bogota-heighten-data-security-measures-light-coronavirus,Colombia: SIC orders Municipality of Bogota to heighten data security measures in light of Coronavirus processing," The Colombian data protection authority ('SIC') issued, on 5 August 2020, a resolution ('the Resolution') ordering the Municipality of Bogota to provide sufficient security and data protection measures with respect to the Gabo contact-tracing app and platforms facilitating assistance for individuals in light of the COVID-19 ('Coronavirus') pandemic. In particular, the Resolution obligates the Municipality of Bogota to, among other things, implement appropriate and effective security measures to prevent unauthorised access or downloading of personal data collected and processed by contact-tracing platforms, and to restrict the circulation and maintain the confidentiality of sensitive data in a way that also ensures responsibility. ","['Apps', 'Compliance', 'Data Collection', 'Data Security', 'Health | Pharmaceutical', 'Sensitive Personal Data']"
14,https://www.dataguidance.com/news/brandenburg-brandenburg-lda-finds-excessive-data-collection-practices-contact-tracing,Brandenburg: Brandenburg LDA finds excessive data collection practices for contact tracing in gastronomy sector," The State Commissioner for Data Protection and Access to Information Brandenburg ('Brandenburg LDA') published, on 11 August 2020, a study on how the gastronomy sector in Brandenburg deals with the data of their guests which they are obliged to collect during the COVID-19 ('Coronavirus') pandemic. In particular, Brandenburg LDA stated that it investigated 54 restaurants and noticed that an excessive amount of data categories were recorded in 30 restaurant establishments. In addition, Brandenburg LDA noticed that the address of visitors, which is no longer required according to the current legislation, was often asked, and that many restaurants did not recognise that only one of the telephone number and email address of visitors should be given.  Moreover, Brandenburg LDA found that 36 cafes and restaurants did not adhere to the deletion deadlines, that 16 of them had not deleted any data, and that the confidential handling of guest data was not always guaranteed. Furthermore, Brandenburg LDA stated that during their discussions, it had the impression that there was often uncertainty as to how the data should be handled.  Finally, Brandenburg LDA highlighted that under the current legisltation, restaurants must, among other things, record the contact details of their guests in an attendance list but that the first and last name and the telephone number or email address of the person concerned are sufficient. In addition, Brandenburg LDA highlighted that the data must be kept confidential and deleted after four weeks. ","['Compliance', 'Confidentiality', 'Data Processing', 'Data Retention', 'Health | Pharmaceutical', 'Supervisory Authority']"
15,https://www.dataguidance.com/news/australia-government-launches-public-consultation-protecting-critical-infrastructure-and,Australia: Government launches public consultation on protecting critical infrastructure and systems of national significance," The Australian Government launched, on 12 August 2020, a public consultation on its protecting critical infrastructure and systems of national significance consultation paper ('the Paper'). In particular, the Paper highlights a number of reforms, which aim to enhance the security and resilience of Australia's critical infrastructure through amendments to the Security of Critical Infrastructure Act 2018. Furthermore, the Paper outlines the features of the proposed enhanced framework, which include a positive security obligation, enhanced cybersecurity obligations, and government assistance for entities that are the target or victim of a cyberattack. In addition, the Report notes that these initiatives will be underpinned by an enhanced Government-industry partnership, which will focus on, among other things, developing best practice guidance with critical infrastructure entities, state, territory and Australian Government partners and regulators, as well as international partners.  Comments can be submitted via the online submission form by 16 September 2020. ","['Critical Infrastructure', 'Cybercrime', 'Cybersecurity', 'Data Security', 'Public Sector']"
16,https://www.dataguidance.com/news/germany-federal-authorities-publish-draft-catalogue-telecommunications-network-security,Germany: Federal authorities publish draft catalogue of telecommunications network security requirements," The Office for Information Security ('BSI') announced, on 11 August 2020, that the Federal Network Agency ('BNetzA') had published a draft catalogue of security requirements for the operation of telecommunications and data processing systems ('the Draft Catalogue'), drafted in collaboration with the BSI and the Federal Commissioner for Data Protection and Freedom of Information ('BfDI'). In particular, the BSI stated that the Draft Catalogue contains requirements on how to build up modern, strong and secure 5G networks and how to operate them. Moreover, the BSI announced that the Draft Catalogue was submitted to the European Commission ('the Commission') and will, subject to its certification, also be published in English.  Furthermore, the BNetzA called for comments on its draft list of critical functions of telecommunications networks ('the Draft List'). Critical functions already included in the Draft List include, among other things, participation management, network services, information flow management, and lawful interception.  Comments on the Draft List can be submitted until 30 September 2020 by post or to [email protected]e ","['Critical Infrastructure', 'Cybersecurity', 'Data Security', 'Telecommunications']"
17,https://www.dataguidance.com/news/romania-cert-ro-issues-recommendations-working-home,Romania: CERT-RO issues recommendations on working from home," The Romanian National Computer Security Incident Response Team ('CERT-RO') issued, on 11 August 2020, recommendations ('the Recommendations') on remote working for organisations in light of the COVID-19 ('Coronavirus') pandemic. In particular, the Recommendations highlight that organisations will need to identify critical processes and take steps to manageand outline the risks related to remote working, including overload caused by an increase in users, or attacks on network access points. In additions, CERT-RO recommends, among other things, identifying critical procedures in the organisation and determining the extent to which such critical procedures depend upon remote work systems. ","['Cybersecurity', 'Employment', 'Health | Pharmaceutical', 'Risk Management']"
18,https://www.dataguidance.com/news/texas-ag-files-lawsuit-against-clinica-hispana-failing-secure-sensitive-personal-information,Texas: AG files lawsuit against Clinica Hispana for failing to secure sensitive personal information," Texas Attorney General ('AG'), Ken Paxton, announced in a petition ('the Petition'), on 10 August 2020, that his office had filed a lawsuit against Clinica Hispana La Porte (as well as Luis Alberto Cuan, who runs the clinic, individually) for its failure to secure its patients sensitive personal information by disposing of COVID-19 antibody test results using an unsecured dumpster behind the clinic. In particular, the Petition states that the AG is bringing the lawsuit upon the grounds that Clinic Hispanica failed to implement and maintain reasonable procedures, including failing to take any appropriate corrective action to prevent the unlawful use or disclosure of sensitive personal information collected or maintained by the business in the regular course of business. Furthermore, the Petition notes that Clinica Hispana filed to destroy or arrange for the destruction of customer records containing sensitive personal information within its custody or control in violation of Section 521.052(a) and (b) of the Texas Identify Theft Enforcement and Protection Act under Chapter 521 of the Texas Business and Consumer Code ('ITEPA'). Finally, the Petition outlines steps that the AG is mandating Clinica Hispana to take in order to secure the disposal of sensitive information and is asking the District Court of Harris County, Judicial District to award civil penalties in the amount of at least $2,000 but not exceeding $50,000 per violation of the ITEPA. ","['Data Security', 'Health | Pharmaceutical', 'Investigations', 'Litigation', 'Medical Data', 'Sensitive Personal Data']"
19,https://www.dataguidance.com/news/uk-cdei-publishes-local-government-edition-coronavirus-repository-highlights-potential-privacy,"UK: CDEI publishes local government edition of Coronavirus repository, highlights potential privacy implications resulting from data sharing"," The Centre for Data Ethics and Innovation ('CDEI') published, on 5 August 2020, the local government edition of its repository ('the Repository') on novel use-cases of artificial intelligence ('AI') and data to counter and mitigate the effects of the COVID-19 ('Coronavirus') pandemic. In particular, key findings of the Repository include the fact that local authorities have drawn heavily on data-driven technology to support the education sector and that the majority of the use-cases arise in the healthcare and digital sectors. In addition, the Repository indicates that there has been an increase of data sharing between organisations, both public and private, and highlights that this could present implications for the privacy of data subjects, which local authorities will need to carefully consider. ","['Artificial Intelligence', 'Data Governance', 'Data Sharing', 'Education', 'Health | Pharmaceutical', 'Public Sector']"
20,https://www.dataguidance.com/news/new-zealand-opcnz-releases-report-inquiry-trade-mes-privacy-policy,New Zealand: OPCNZ releases report on inquiry into Trade Me's privacy policy," The Office of the Privacy Commissioner of New Zealand ('OPCNZ') released, on 12 August 2020, a report on its inquiry into Trade Me Ltd.'s privacy policy ('the Report'). In particular, the Report highlights that Trade Me had failed to take all reasonable steps to ensure that its members were aware of the purposes for which their information was being collected and how their preference to opt-out of targeted marketing would be given effect. Furthermore, Report outlines that many users believed that the option to opt-out acted as a limitation on the ability of Trade Me to target its own advertisements to members. However, the Report notes that while Trade Me's operational practice was inconsistent with what it maintains was the intent and scope of its policy, its practice was consistent with how many members expected the opt-out to work, and that the 2018 opt-out and privacy policy update brought Trade Me's policy in line with its operational practice.  In addition, the Report includes a number of recommendations for businesses that want to make changes to their terms and conditions or privacy policies, such as considering the substance and clarity of what users have been told about how their information will be used and whether the new use is consistent or directly related to that which the individual has been informed of. ","['Data Collection', 'Data Sharing', 'Direct Marketing', 'Investigations', 'Opt-in/out', 'Privacy Policy', 'Supervisory Authority']"
21,https://www.dataguidance.com/news/serbia-poverenik-issues-statement-schrems-ii-case,Serbia: Poverenik issues statement on Schrems II case," The Commissioner for Information of Public Importance and Personal Data Protection ('Poverenik') issued, on 11 August 2020, a statement on the Court Justice of the European Union's ('CJEU') judgment in Data Protection Commissioner v. Facebook Ireland Limited, Maximillian Schrems (C-311/18) ('the Schrems II Case'). In particular, the Poverenik highlighted that controllers and processors who have transferred personal data on the basis of the EU-US Privacy Shield framework ('Privacy Shield') need to find other mechanisms for data transfer to the United States proscribed by the Law on Protection of Personal Data 2018 ('the Law'). Furthermore, the Poverenik highlighted that the Law still refers to the United States being an adequate third country when data is transferred using the Privacy Shield and that it has sent a letter to the Government of Serbia to harmonise the Law with the Schrems II case and European practice. ","['Adequacy', 'Data Transfer', 'Harmonisation', 'Legal Reform', 'Privacy Shield', 'Third Countries']"
22,https://www.dataguidance.com/news/china-tc260-initiates-public-consultations-standards-cii,China: TC260 initiates public consultations for standards on CII," The National Information Security Standardisation Technical Committee of China ('TC260') initiated, on 10 August 2020, two public consultations on new standards for critical information infrastructures ('CII'). In particular, the TC260 published draft standards on the evaluation method for security protection capability of CII ('the Standard on Evaluating Security Protection') and on the methods for identifying the scope of CII ('the Standard on Methods for Identifying CII Scope').  The consultation on the draft standards is open until 9 October 2020 and comments can be submitted here.  You can read the press release for the Standard on Evaluating Security Protection here and download it here, and read the press release for the Standard on Methods for Identifying CII Scope here and download it here, all only available in Chinese.","['Critical Infrastructure', 'Cybersecurity']"
23,https://www.dataguidance.com/news/philippines-npc-reiterates-compatibility-data-privacy-act-contact-tracing-initiatives,Philippines: NPC reiterates compatibility of Data Privacy Act with contact tracing initiatives," The National Privacy Commission ('NPC') issued, on 12 August 2020, a statement reiterating that the Data Privacy Act of 2012 (Republic Act No. 10173) ('the Data Privacy Act') is not a hinderance to contact tracing initiatives, highlighting that the Data Privacy Act seeks to protect individuals from discrimination, harassment, and acts of social vigilantism amid the COVID-19 ('Coronavirus') pandemic. In particular, the NPC clarified that the Data Privacy Act does not prevent hospitals from sharing a patient's data to proper authorities. In addition, the NPC noted that hospitals are mandated to collect information from patients and provide it to the authorities under the guidelines set by the Department of Health. Moreover, the NPC stated that it has provided public health emergency bulletings and advisory opinions as guidance for personal information controllers, especially healthcare providers. ","['Data Collection', 'Data Sharing', 'Health | Pharmaceutical', 'Medical Data']"
24,https://www.dataguidance.com/news/usa-gao-report-commercial-use-facial-recognition-technology-highlights-privacy-concerns,USA: GAO report on commercial use of facial recognition technology highlights privacy concerns," The Government Accountability Office ('GAO') released, on 11 August 2020, its report ('the Report') on privacy and accuracy issues related to the commercial use of facial recognition technology. In particular, the Report examines, among other things, how companies use facial recognition technology, the varying degrees of accuracy across demographic groups, and how privacy issues are addressed in laws and industry practices. Specifically, the Report finds, among other things, that although the accuracy of facial recognition technology has increased, differences in performance exist for certain demographic groups, and with respect to privacy, the main concerns are that individuals are unable to remain anonymous in public, technology is used without individuals' consent, and such technology may collect or store facial images which poses additional risks. As such, the Report reiterates recommendations made in previous reports, suggesting that the U.S. Congress should consider strengthening the consumer privacy framework to reflect changes in technology and the marketplace. ","['Accuracy', 'Biometric Data', 'Consent', 'Data Collection', 'Discrimination', 'Facial Recognition']"
25,https://www.dataguidance.com/news/portugal-law-no-522020-stayaway-app-published-government-gazette,Portugal: Law No. 52/2020 on STAYAWAY app published in Government Gazette," Law No. 52/2020 ('the Law') on the STAYAWAY COVID system ('STAYAWAY') was published, on 11 August 2020, in the Government Gazette following its approval by the Council of Ministers on 23 July 2020. In particular, Article 1 of the Law outlines that the Law establishes the data controller and regulates the physician's intervention in the STAYAWAY COVID system. In addition, Article 2 of the Law outlines that STAYAWAY must respect the European and national legislation applicable to the protection of personal data, namely the General Data Protection Regulation (Regulation (EU) 2016/679) ('GDPR') and Law No. 58/2019 and other applicable legislation.  Moreover, the Law outlines that the Directorate-General for Health ('DGS') is the entity responsible for processing data for STAYAWAY COVID, under the terms of its legal powers, for the purposes of European and national legislation applicable to the protection of personal data. ","['Accountability', 'Apps', 'Data Controller', 'Medical Data']"
26,https://www.dataguidance.com/news/brazil-dpo-national-supplementary-health-agency-appointed,Brazil: DPO for National Supplementary Health Agency appointed," Ordinance No. 283 of 10 August 2020 ('the Ordinance') was published, on 11 August 2020, in the Official Journal of the Union, appointing Luiz Gustavo Meira Homrich as the data protection officer ('DPO') of the National Supplementary Health Agency of the Ministry of Health. The Ordinance specifies that, in his capacity as DPO, Homrich will act as the designated point of contact between the data controller, the data subjects, and the Brazilian data protection authority ('ANPD'). ","['Data Protection Officer', 'Health | Pharmaceutical']"
27,https://www.dataguidance.com/news/greece-supreme-court-issues-judgment-obligation-inform-data-subjects-about-transfer-data-debt,Greece: Supreme Court issues judgment on obligation to inform data subjects about transfer of data to debt collection societies," The Greek Supreme Court issued, on 15 July 2020, a judgment on data controllers' obligation to inform data subjects about the processing of their data by banks and the subsequent transfer of their data to debt collection societies. In particular, the plaintiff had taken a loan from the Bank EFG Eurobank A.E. and, further to their delay in repaying the loan, Eurobank transferred the plaintiff's personal data, including the amount of their debt, their name and telephone number, to Eurobank Remedial Services without previously informing them about such transfer. More specifically, Eurobank argued that, by completing an application for a loan, the plaintiff had been informed and had given their clear consent to the processing of their personal data by Eurobank as well as to the disclosure of such data to companies collaborating with Eurobank. The Supreme Court noted that, while the plaintiff was previously informed about the transfer of its data to debt collection societies and Eurobank Remedial Services was not a debt collection society, by providing this information to the plaintiff through the loan application, Eurobank had satisfied the requirements of Article 11 on the right to be informed of Law No. 2472/1997, which was the pre- General Data Protection Regulation (Regulation (EU) 2016/679) ('GDPR') law. Thus, the Supreme Court ruled in favour of Eurobank. ","['Credit', 'Data Subject', 'Data Subject Rights', 'Financial Services']"
28,https://www.dataguidance.com/news/uk-court-appeal-rules-automated-facial-recognition-use-south-wales-police-unlawful,UK: Court of Appeal rules automated facial recognition use by South Wales Police unlawful," The Court of Appeal (Civil Division) ('the Court of Appeal') issued, on 11 August 2020, its judgment in R (on the application of Edward Bridges) (Appellant) v The Chief Constable of South Wales Police (Respondent) & others [2020] EWCA Civ 1058, overturning the previous decision of the High Court of Justice. In particular, the Court of Appeal ruled that the High Court erred in concluding that South Wales Police's ('SWP') interference with Bridges' rights under Article 8(1) of the European Convention on Human Rights ('ECHR') was in accordance with the law under Article 8(2) of the ECHR. Specifically, the Court of Appeal held that although the legal framework comprised primary legislation (Data Protection Act 2018 ('the Act')), secondary legislation (the Surveillance Camera Code of Practice), and local policies promulgated by SWP, there was no clear guidance on where the specific type of the automated facial recognition technology could be used and who could be put on a watchlist.  As a result, the Court of Appeal held that this was too broad a discretion to afford to the police officers to meet the standard required by Article 8(2) of the ECHR. In addition, the Court of Appeal held that the SWP failed to provide an adequate Data Protection Impact Assessment ('DPIA'), as required under Section 64 of the Act, and found that as the DPIA was written on the basis that Article 8 was not infringed, the DPIA was deficient.   UPDATE (11 August 2020)  ICO welcomes Court of Appeal's judgment  The Information Commissioner's Office ('ICO') issued, on 11 August 2020, a statement, welcoming the Court of Appeal's judgment which provides clarification on the police use of live facial recognition technology in public places. In particular, the ICO stated that the judgment is a useful step towards providing a clear legal framework relating to how the police use surveillance technology. ","['Data Protection Impact Assessment', 'Facial Recognition', 'Human Rights', 'Law Enforcement', 'Litigation']"
29,https://www.dataguidance.com/news/usa-interactive-brokers-faces-38m-fines-aml-failures,USA: Interactive Brokers faces $38M in fines for AML failures," The Financial Industry Regulatory Authority ('FINRA') announced, on 10 August 2020, along with the Securities and Exchange Commission ('SEC') and the Commodities and Futures Trading Commission ('CFTC') enforcement action totalling $38M for anti-money laundering ('AML') failures against Interactive Brokers LLC. In particular, FINRA stated that it had fined Interactive Brokers $15 million for widespread failures in the firm's AML program and noted that part of the settlement - the FINRA Letter of Acceptance, Waiver and Consent ('the FINRA AWC') - requires Interactive Brokers to certify that it will implement the recommendations of a third-party consultant to remedy the failures.  In addition, the SEC Order finds that Interactive Brokers violated the financial recordkeeping and reporting provision of the federal securities laws and a related SEC rule and, as a result, fines Interactive Brokers $11.5 million. Finally, the CFTC action charging Interactive Brokers $11.5 million for a violation of Regulation 42.2. (requiring registrants to comply with the Bank Secrecy Act of 1970) marks the first enforcement action of its kind.  Jessica Hopper, FINRA Executive Vice President and Head of Enforcement, stated, ""Today's action is a reminder that member firms must tailor their AML programs to the firms' business model and customer base, and also dedicate resources to programs commensurate with their growth and business lines. FINRA will continue to take steps to ensure that firms comply with their obligation to monitor for, detect and report suspicious activity.""  You can read the FINRA press release here and the FINRA AWC here, the SEC press release here and SEC Order here, and the CFTC press release here.","['Anti-money Laundering', 'Banking Secrecy', 'Enforcement', 'Financial Services', 'Know Your Customer', 'Penalties']"
